date,value
2020-02-17,5162.0
2020-02-18,6027.0
2020-02-19,4477.0
2020-02-20,4012.0
2020-02-21,4450.0
2020-02-22,3724.0
2020-02-23,6618.0
2020-02-24,4842.0
2020-02-25,4613.0
2020-02-26,4610.0
2020-02-27,3070.0
2020-02-28,2353.0
2020-02-29,159.0
2020-03-01,5638.0
2020-03-02,4288.0
2020-03-03,4713.0
2020-03-04,5199.0
2020-03-05,3830.0
2020-03-06,5235.0
2020-03-07,4320.0
2020-03-08,772.0
2020-03-09,3776.0
2020-03-10,1746.0
2020-03-11,4258.0
2020-03-12,3410.0
2020-03-13,3226.0
2020-03-14,4137.0
2020-03-15,1483.0
2020-03-16,4093.0
2020-03-17,757.0
2020-03-18,2880.0
2020-03-19,774.0
2020-03-20,3832.0
2020-03-21,623.0
2020-03-22,910.0
2020-03-23,770.0
2020-03-24,1133.0
2020-03-25,368.0
2020-03-26,1129.0
2020-03-27,336.0
2020-03-28,235.0
2020-03-29,144.0
2020-03-30,1892.0
2020-03-31,1027.0
2020-04-01,615.0
2020-04-02,386.0
2020-04-03,1498.0
2020-04-04,893.0
2020-04-05,279.0
2020-04-06,1253.0
2020-04-07,865.0
2020-04-08,1009.0
2020-04-09,523.0
2020-04-10,1742.0
2020-04-11,338.0
2020-04-12,952.0
2020-04-13,968.0
2020-04-14,589.0
2020-04-15,766.0
2020-04-16,799.0
2020-04-17,1066.0
2020-04-18,590.0
2020-04-19,586.0
2020-04-20,1051.0
2020-04-21,849.0
2020-04-22,952.0
2020-04-23,1211.0
2020-04-24,1503.0
2020-04-25,449.0
2020-04-26,139.0
2020-04-27,990.0
2020-04-28,1153.0
2020-04-29,1127.0
2020-04-30,821.0
2020-05-01,51.0
2020-05-02,949.0
2020-05-03,728.0
2020-05-04,887.0
2020-05-05,1113.0
2020-05-06,497.0
2020-05-07,605.0
2020-05-08,838.0
2020-05-09,1078.0
2020-05-10,260.0
2020-05-11,1099.0
2020-05-12,1200.0
2020-05-13,1209.0
2020-05-14,688.0
2020-05-15,1435.0
2020-05-16,1345.0
2020-05-17,628.0
2020-05-18,958.0
2020-05-19,502.0
2020-05-20,623.0
2020-05-21,794.0
2020-05-22,704.0
2020-05-23,393.0
2020-05-24,352.0
2020-05-25,293.0
2020-05-26,737.0
2020-05-27,882.0
2020-05-28,753.0
2020-05-29,683.0
2020-05-30,1528.0
2020-05-31,1165.0
2020-06-01,574.0
2020-06-02,831.0
2020-06-03,1344.0
2020-06-04,1443.0
2020-06-05,5341.0
2020-06-06,130.0
2020-06-07,190.0
2020-06-08,388.0
2020-06-09,814.0
2020-06-10,844.0
2020-06-11,863.0
2020-06-12,591.0
2020-06-13,1454.0
2020-06-14,582.0
2020-06-15,1047.0
2020-06-16,709.0
2020-06-17,525.0
2020-06-18,694.0
2020-06-19,847.0
2020-06-20,611.0
2020-06-21,353.0
2020-06-22,586.0
2020-06-23,714.0
2020-06-24,821.0
2020-06-25,1106.0
2020-06-26,1380.0
2020-06-27,546.0
2020-06-28,827.0
2020-06-29,834.0
2020-06-30,1248.0
2020-07-01,930.0
2020-07-02,556.0
2020-07-03,860.0
2020-07-04,1321.0
2020-07-05,1794.0
2020-07-06,620.0
2020-07-07,575.0
2020-07-08,752.0
2020-07-09,383.0
2020-07-10,1822.0
2020-07-11,1692.0
2020-07-12,475.0
2020-07-13,521.0
2020-07-14,871.0
2020-07-15,2818.0
2020-07-16,684.0
2020-07-17,404.0
2020-07-18,1434.0
2020-07-19,1354.0
2020-07-20,891.0
2020-07-21,368.0
2020-07-22,813.0
2020-07-23,1137.0
2020-07-24,1309.0
2020-07-25,506.0
2020-07-26,378.0
2020-07-27,499.0
2020-07-28,1562.0
2020-07-29,1573.0
2020-07-30,1281.0
2020-07-31,1579.0
2020-08-01,883.0
2020-08-02,705.0
2020-08-03,1180.0
2020-08-04,568.0
2020-08-05,3081.0
2020-08-06,1090.0
2020-08-07,724.0
2020-08-08,1488.0
2020-08-09,929.0
2020-08-10,1350.0
2020-08-11,1156.0
2020-08-12,563.0
2020-08-13,811.0
2020-08-14,2509.0
2020-08-15,445.0
2020-08-16,1152.0
2020-08-17,1518.0
2020-08-18,918.0
2020-08-19,903.0
2020-08-20,1365.0
2020-08-21,505.0
2020-08-22,40.0
2020-08-23,223.0
2020-08-24,1269.0
2020-08-25,978.0
2020-08-26,1127.0
2020-08-27,1130.0
2020-08-28,1306.0
2020-08-29,5090.0
2020-08-30,1220.0
2020-08-31,845.0
2020-09-01,2034.0
2020-09-02,1279.0
2020-09-03,1058.0
2020-09-04,772.0
2020-09-05,680.0
2020-09-06,721.0
2020-09-07,498.0
2020-09-08,1194.0
2020-09-09,283.0
2020-09-10,1385.0
2020-09-11,1480.0
2020-09-12,633.0
2020-09-13,178.0
2020-09-14,1710.0
2020-09-15,2211.0
2020-09-16,1115.0
2020-09-17,2588.0
2020-09-18,495.0
2020-09-19,300.0
2020-09-20,219.0
2020-09-21,221.0
2020-09-22,426.0
2020-09-23,439.0
2020-09-24,596.0
2020-09-25,1184.0
2020-09-26,157.0
2020-09-27,557.0
2020-09-28,3408.0
2020-09-29,1863.0
2020-09-30,686.0
2020-10-01,436.0
2020-10-02,2391.0
2020-10-03,1678.0
2020-10-04,2847.0
2020-10-05,2963.0
2020-10-06,4454.0
2020-10-07,2587.0
2020-10-08,694.0
2020-10-09,427.0
2020-10-10,998.0
2020-10-11,1174.0
2020-10-12,281.0
2020-10-13,714.0
2020-10-14,382.0
2020-10-15,926.0
2020-10-16,993.0
2020-10-17,1352.0
2020-10-18,986.0
2020-10-19,1348.0
2020-10-20,2475.0
2020-10-21,1512.0
2020-10-22,760.0
2020-10-23,942.0
2020-10-24,39.0
2020-10-25,314.0
2020-10-26,2193.0
2020-10-27,431.0
2020-10-28,855.0
2020-10-29,2877.0
2020-10-30,2165.0
2020-10-31,425.0
2020-11-01,406.0
2020-11-02,1514.0
2020-11-03,2398.0
2020-11-04,1206.0
2020-11-05,1359.0
2020-11-06,828.0
2020-11-07,251.0
2020-11-08,312.0
2020-11-09,1116.0
2020-11-10,830.0
2020-11-11,944.0
2020-11-12,1681.0
2020-11-13,135.0
2020-11-14,388.0
2020-11-15,1063.0
2020-11-16,1446.0
2020-11-17,1106.0
2020-11-18,856.0
2020-11-19,1869.0
2020-11-20,1091.0
2020-11-21,1565.0
2020-11-22,1417.0
2020-11-23,718.0
2020-11-24,672.0
2020-11-25,1260.0
2020-11-26,889.0
2020-11-27,426.0
2020-11-28,821.0
2020-11-29,2551.0
2020-11-30,678.0
2020-12-01,716.0
2020-12-02,889.0
2020-12-03,600.0
2020-12-04,640.0
2020-12-05,701.0
2020-12-06,3373.0
2020-12-07,1583.0
2020-12-08,2729.0
2020-12-09,3671.0
2020-12-10,1399.0
2020-12-11,380.0
2020-12-12,3576.0
2020-12-13,1761.0
2020-12-14,2822.0
2020-12-15,2061.0
2020-12-16,668.0
2020-12-17,720.0
2020-12-18,1152.0
2020-12-19,2314.0
2020-12-20,1597.0
2020-12-21,116.0
2020-12-22,1914.0
2020-12-23,3972.0
2020-12-24,621.0
2020-12-25,444.0
2020-12-26,1118.0
2020-12-27,1355.0
2020-12-28,1157.0
2020-12-29,260.0
2020-12-30,893.0
2020-12-31,2073.0
2021-01-01,993.0
2021-01-02,1419.0
2021-01-03,607.0
2021-01-04,1139.0
2021-01-05,1293.0
2021-01-06,1127.0
2021-01-07,830.0
2021-01-08,1376.0
2021-01-09,1710.0
2021-01-10,2384.0
2021-01-11,534.0
2021-01-12,1130.0
2021-01-13,2574.0
2021-01-14,1381.0
2021-01-15,1438.0
2021-01-16,180.0
2021-01-17,1676.0
2021-01-18,1006.0
2021-01-19,864.0
2021-01-20,1178.0
2021-01-21,890.0
2021-01-22,960.0
2021-01-23,1549.0
2021-01-24,3041.0
2021-01-25,5647.0
2021-01-26,5287.0
2021-01-27,468.0
2021-01-28,923.0
2021-01-29,1273.0
2021-01-30,858.0
2021-01-31,1313.0
2021-02-01,2911.0
2021-02-02,643.0
2021-02-03,925.0
2021-02-04,555.0
2021-02-05,1648.0
2021-02-06,3065.0
2021-02-07,558.0
2021-02-08,1078.0
2021-02-09,1180.0
2021-02-10,1534.0
2021-02-11,845.0
2021-02-12,786.0
2021-02-13,1367.0
2021-02-14,503.0
2021-02-15,373.0
2021-02-16,659.0
2021-02-17,1487.0
2021-02-18,1125.0
2021-02-19,865.0
2021-02-20,1570.0
2021-02-21,577.0
2021-02-22,911.0
2021-02-23,1010.0
2021-02-24,483.0
2021-02-25,450.0
2021-02-26,422.0
2021-02-27,2513.0
2021-02-28,928.0
2021-03-01,939.0
2021-03-02,1398.0
2021-03-03,1178.0
2021-03-04,580.0
2021-03-05,608.0
2021-03-06,131.0
2021-03-07,235.0
2021-03-08,1344.0
2021-03-09,1208.0
2021-03-10,3100.0
2021-03-11,548.0
2021-03-12,601.0
2021-03-13,332.0
2021-03-14,1062.0
2021-03-15,1356.0
2021-03-16,333.0
2021-03-17,814.0
2021-03-18,1358.0
2021-03-19,541.0
2021-03-20,789.0
2021-03-21,1157.0
2021-03-22,161.0
2021-03-23,358.0
2021-03-24,464.0
2021-03-25,438.0
2021-03-26,1343.0
2021-03-27,809.0
2021-03-28,649.0
2021-03-29,147.0
2021-03-30,805.0
2021-03-31,1023.0
2021-04-01,1574.0
2021-04-02,940.0
2021-04-03,4603.0
2021-04-04,1906.0
2021-04-05,1042.0
2021-04-06,2374.0
2021-04-07,3151.0
2021-04-08,2349.0
2021-04-09,492.0
2021-04-10,1137.0
2021-04-11,4486.0
2021-04-12,2660.0
2021-04-13,1253.0
2021-04-14,537.0
2021-04-15,1412.0
2021-04-16,692.0
2021-04-17,748.0
2021-04-18,1255.0
2021-04-19,1041.0
2021-04-20,1072.0
2021-04-21,424.0
2021-04-22,707.0
2021-04-23,1143.0
2021-04-24,1559.0
2021-04-25,385.0
2021-04-26,1048.0
2021-04-27,1987.0
2021-04-28,844.0
2021-04-29,1064.0
2021-04-30,2954.0
2021-05-01,7183.0
2021-05-02,4926.0
2021-05-03,3248.0
2021-05-04,68.0
2021-05-05,226.0
2021-05-06,3516.0
2021-05-07,1518.0
2021-05-08,1465.0
2021-05-09,4117.0
2021-05-10,2542.0
2021-05-11,135.0
2021-05-12,230.0
2021-05-13,160.0
2021-05-14,195.0
2021-05-15,777.0
2021-05-16,45.0
2021-05-17,121.0
2021-05-18,91.0
2021-05-19,317.0
2021-05-20,555.0
2021-05-21,88.0
2021-05-22,243.0
2021-05-23,5197.0
2021-05-24,135.0
2021-05-25,79.0
2021-05-26,428.0
2021-05-27,77.0
2021-05-28,177.0
2021-05-29,2784.0
2021-05-30,66.0
2021-05-31,156.0
2021-06-01,102.0
2021-06-02,814.0
2021-06-03,175.0
2021-06-04,141.0
2021-06-05,2629.0
2021-06-06,116.0
2021-06-07,133.0
2021-06-08,123.0
2021-06-09,854.0
2021-06-10,36.0
2021-06-11,1118.0
2021-06-12,3552.0
2021-06-13,122.0
2021-06-14,121.0
2021-06-15,2991.0
2021-06-16,61.0
2021-06-17,184.0
2021-06-18,231.0
2021-06-19,161.0
2021-06-20,365.0
2021-06-21,734.0
2021-06-22,183.0
2021-06-23,237.0
2021-06-24,112.0
2021-06-25,1118.0
2021-06-26,40.0
2021-06-27,206.0
2021-06-28,251.0
2021-06-29,93.0
2021-06-30,175.0
2021-07-01,322.0
2021-07-02,141.0
2021-07-03,189.0
2021-07-04,25.0
2021-07-05,239.0
2021-07-06,46.0
2021-07-07,56.0
2021-07-08,37.0
2021-07-09,1414.0
2021-07-10,293.0
2021-07-11,355.0
2021-07-12,147.0
2021-07-13,228.0
2021-07-14,99.0
2021-07-15,412.0
2021-07-16,845.0
2021-07-17,506.0
2021-07-18,1821.0
2021-07-19,54.0
2021-07-20,359.0
2021-07-21,246.0
2021-07-22,307.0
2021-07-23,121.0
2021-07-24,373.0
2021-07-25,218.0
2021-07-26,119.0
2021-07-27,976.0
2021-07-28,177.0
2021-07-29,211.0
2021-07-30,28.0
2021-07-31,133.0
2021-08-01,259.0
2021-08-02,135.0
2021-08-03,222.0
2021-08-04,159.0
2021-08-05,132.0
2021-08-06,142.0
2021-08-07,1164.0
2021-08-08,29.0
2021-08-09,288.0
2021-08-10,90.0
2021-08-11,265.0
2021-08-12,4590.0
2021-08-13,3602.0
2021-08-14,1430.0
2021-08-15,73.0
2021-08-16,41.0
2021-08-17,368.0
2021-08-18,195.0
2021-08-19,2613.0
2021-08-20,170.0
2021-08-21,72.0
2021-08-22,169.0
2021-08-23,130.0
2021-08-24,2072.0
2021-08-25,60.0
2021-08-26,35.0
2021-08-27,89.0
2021-08-28,65.0
2021-08-29,30.0
2021-08-30,101.0
2021-08-31,38.0
2021-09-01,156.0
2021-09-02,83.0
2021-09-04,335.0
2021-09-05,373.0
2021-09-06,277.0
2021-09-07,97.0
2021-09-08,222.0
2021-09-09,92.0
2021-09-10,256.0
2021-09-11,433.0
2021-09-12,379.0
2021-09-13,31.0
2021-09-14,159.0
2021-09-15,166.0
2021-09-17,317.0
2021-09-18,181.0
2021-09-19,140.0
2021-09-20,794.0
2021-09-21,89.0
2021-09-22,105.0
2021-09-23,56.0
2021-09-24,246.0
2021-09-25,166.0
2021-09-26,154.0
2021-09-28,127.0
2021-09-29,23.0
2021-09-30,86.0
2021-10-01,267.0
2021-10-02,397.0
2021-10-03,178.0
2021-10-04,93.0
2021-10-05,101.0
2021-10-06,117.0
2021-10-07,472.0
2021-10-08,2.0
2021-10-09,160.0
2021-10-10,158.0
2021-10-11,174.0
2021-10-12,200.0
2021-10-13,152.0
2021-10-14,439.0
2021-10-15,964.0
2021-10-16,1374.0
2021-10-17,124.0
2021-10-18,513.0
2021-10-19,801.0
2021-10-20,169.0
2021-10-21,912.0
2021-10-22,297.0
2021-10-23,128.0
2021-10-24,1085.0
2021-10-25,1173.0
2021-10-26,217.0
2021-10-27,493.0
2021-10-28,165.0
2021-10-29,306.0
2021-10-30,268.0
2021-10-31,385.0
2021-11-01,151.0
2021-11-02,366.0
2021-11-03,85.0
2021-11-04,358.0
2021-11-05,511.0
2021-11-06,493.0
2021-11-07,395.0
2021-11-08,183.0
2021-11-09,120.0
2021-11-10,235.0
2021-11-11,211.0
2021-11-12,71.0
2021-11-13,412.0
2021-11-14,111.0
2021-11-15,122.0
2021-11-16,53.0
2021-11-17,68.0
2021-11-18,146.0
2021-11-19,101.0
2021-11-20,95.0
2021-11-21,2755.0
2021-11-22,165.0
2021-11-23,68.0
2021-11-24,233.0
2021-11-25,240.0
2021-11-26,1971.0
2021-11-27,2565.0
2021-11-28,1812.0
2021-11-29,178.0
2021-11-30,166.0
2021-12-01,149.0
2021-12-02,167.0
2021-12-03,130.0
2021-12-04,1701.0
2021-12-05,89.0
2021-12-06,43.0
2021-12-07,6.0
2021-12-08,96.0
2021-12-09,121.0
2021-12-10,91.0
2021-12-11,471.0
2021-12-12,796.0
2021-12-13,61.0
2021-12-14,28.0
2021-12-15,101.0
2021-12-16,27.0
2021-12-17,226.0
2021-12-18,2657.0
2021-12-19,119.0
2021-12-20,642.0
2021-12-21,1454.0
2021-12-22,182.0
2021-12-23,5645.0
2021-12-24,1611.0
2021-12-25,363.0
2021-12-26,1385.0
2021-12-27,2685.0
2021-12-28,119.0
2021-12-29,612.0
2021-12-30,884.0
2021-12-31,2589.0
2022-01-01,281.0
2022-01-02,331.0
2022-01-03,148.0
2022-01-04,195.0
2022-01-05,563.0
2022-01-06,152.0
2022-01-07,113.0
2022-01-08,746.0
2022-01-09,3301.0
2022-01-10,629.0
2022-01-11,57.0
2022-01-12,61.0
2022-01-13,167.0
2022-01-14,440.0
2022-01-15,1203.0
2022-01-16,142.0
2022-01-17,162.0
2022-01-18,828.0
2022-01-19,273.0
2022-01-20,86.0
2022-01-21,1029.0
2022-01-22,193.0
2022-01-23,59.0
2022-01-24,498.0
2022-01-25,209.0
2022-01-26,1719.0
2022-01-27,142.0
2022-01-28,23.0
2022-01-29,74.0
2022-01-30,398.0
2022-01-31,70.0
2022-02-01,79.0
2022-02-02,128.0
2022-02-03,221.0
2022-02-04,1209.0
2022-02-05,360.0
2022-02-06,132.0
2022-02-07,131.0
2022-02-08,104.0
2022-02-09,38.0
2022-02-10,93.0
2022-02-11,145.0
2022-02-12,1868.0
2022-02-13,175.0
2022-02-14,66.0
2022-02-15,28.0
2022-02-16,106.0
2022-02-17,160.0
2022-02-18,311.0
2022-02-19,176.0
2022-02-20,146.0
2022-02-21,141.0
2022-02-22,219.0
2022-02-23,465.0
2022-02-24,197.0
2022-02-25,520.0
2022-02-26,2116.0
2022-02-27,4594.0
2022-02-28,1850.0
2022-03-01,985.0
2022-03-02,1523.0
2022-03-03,347.0
2022-03-04,1538.0
2022-03-05,4225.0
2022-03-06,1689.0
2022-03-07,1108.0
2022-03-08,1336.0
2022-03-09,229.0
2022-03-10,1137.0
2022-03-11,2468.0
2022-03-12,1628.0
2022-03-13,2245.0
2022-03-14,164.0
2022-03-15,692.0
2022-03-16,836.0
2022-03-17,6846.0
2022-03-18,2467.0
2022-03-19,2941.0
2022-03-20,1914.0
2022-03-21,1268.0
2022-03-22,1538.0
2022-03-23,1126.0
2022-03-24,1069.0
2022-03-25,1298.0
2022-03-26,2878.0
2022-03-27,2439.0
2022-03-28,6924.0
2022-03-29,3362.0
2022-03-30,255.0
2022-03-31,1049.0
2022-04-01,3104.0
2022-04-02,3049.0
2022-04-03,4288.0
2022-04-04,454.0
2022-04-05,2739.0
2022-04-06,2000.0
2022-04-07,3490.0
2022-04-08,2370.0
2022-04-09,10185.0
2022-04-10,1149.0
2022-04-11,4763.0
2022-04-12,2997.0
2022-04-13,1565.0
2022-04-14,687.0
2022-04-15,1134.0
2022-04-16,4532.0
2022-04-17,305.0
2022-04-18,901.0
2022-04-19,2171.0
2022-04-20,117.0
2022-04-21,2111.0
2022-04-22,2332.0
2022-04-23,884.0
2022-04-24,657.0
2022-04-25,1022.0
2022-04-26,2247.0
2022-04-27,177.0
2022-04-28,477.0
2022-04-29,275.0
2022-04-30,4140.0
2022-05-01,2841.0
2022-05-02,1284.0
2022-05-03,1332.0
2022-05-04,770.0
2022-05-05,958.0
2022-05-06,335.0
2022-05-07,1246.0
2022-05-08,1882.0
2022-05-09,1021.0
2022-05-10,34.0
2022-05-11,137.0
2022-05-12,329.0
2022-05-13,101.0
2022-05-14,1639.0
2022-05-15,1973.0
2022-05-16,1230.0
2022-05-17,153.0
2022-05-18,887.0
2022-05-19,105.0
2022-05-20,387.0
2022-05-21,218.0
2022-05-22,760.0
2022-05-23,115.0
2022-05-24,2515.0
2022-05-25,1094.0
2022-05-26,106.0
2022-05-27,4297.0
2022-05-28,775.0
2022-05-29,2570.0
2022-05-30,3803.0
2022-05-31,1503.0
2022-06-01,1633.0
2022-06-02,5913.0
2022-06-03,2257.0
2022-06-04,320.0
2022-06-05,5698.0
2022-06-06,193.0
2022-06-07,4790.0
2022-06-08,3141.0
2022-06-09,765.0
2022-06-10,985.0
2022-06-11,633.0
2022-06-12,257.0
2022-06-13,196.0
2022-06-14,1446.0
2022-06-15,56.0
2022-06-16,10.0
2022-06-17,598.0
2022-06-18,43.0
2022-06-19,3624.0
2022-06-20,109.0
2022-06-21,583.0
2022-06-22,5300.0
2022-06-23,868.0
2022-06-24,864.0
2022-06-25,7987.0
2022-06-26,1771.0
2022-06-27,1039.0
2022-06-28,313.0
2022-06-29,2800.0
2022-06-30,3182.0
2022-07-01,2985.0
2022-07-02,5922.0
2022-07-03,3582.0
2022-07-04,620.0
2022-07-05,1152.0
2022-07-06,143.0
2022-07-07,1270.0
2022-07-08,399.0
2022-07-09,3037.0
2022-07-10,1364.0
2022-07-11,386.0
2022-07-12,6209.0
2022-07-13,534.0
2022-07-14,2580.0
2022-07-15,2805.0
2022-07-16,2878.0
2022-07-17,2014.0
2022-07-18,140.0
2022-07-19,2639.0
2022-07-20,651.0
2022-07-21,3930.0
2022-07-22,4108.0
2022-07-23,3052.0
2022-07-24,2428.0
2022-07-25,1885.0
2022-07-26,1414.0
2022-07-27,287.0
2022-07-28,645.0
2022-07-29,1928.0
2022-07-30,745.0
2022-07-31,2681.0
2022-08-01,1776.0
2022-08-02,5598.0
2022-08-03,219.0
2022-08-04,7404.0
2022-08-05,1487.0
2022-08-06,4849.0
2022-08-07,5087.0
2022-08-08,3429.0
2022-08-09,7249.0
2022-08-10,7629.0
2022-08-11,4786.0
2022-08-12,5257.0
2022-08-13,8394.0
2022-08-14,3415.0
2022-08-15,1767.0
2022-08-16,3069.0
2022-08-17,4344.0
2022-08-18,3289.0
2022-08-19,65.0
2022-08-20,5254.0
2022-08-21,5492.0
2022-08-22,655.0
2022-08-23,3662.0
2022-08-24,836.0
2022-08-25,2107.0
2022-08-26,4079.0
2022-08-27,3668.0
2022-08-28,4091.0
2022-08-29,805.0
2022-08-30,4689.0
2022-08-31,4229.0
2022-09-01,4664.0
2022-09-02,223.0
2022-09-03,5601.0
2022-09-04,8009.0
2022-09-05,3012.0
2022-09-06,108.0
